"day","year","month","date","time","address","district","accident_types","suspect_vehicle","victim_vehicle","lat","long"
"Thursday","2018","5","4","Afternoon","pettarani","panakkukang","TK","TR","R2","-5.1487126","119.4380057"
"Friday","2018","5","4","Afternoon","sungai saddang baru","makassar","OC","R2","NOV","-5.1468435","119.4250654"
"Friday","2018","5","5","Night","sungai saddang baru","makassar","TL","R2","R2","-5.1468435","119.4250654"
"Saturday","2018","5","5","Morning","paccerakkang","biringkanaya","TK","R2","TR","-5.1239434","119.5224673"
"Saturday","2018","5","3","Afternoon","sultan alauddin","tamalate","TK","R4","R4","-5.1682367","119.4209823"
"Thursday","2018","5","5","Evening","goa ria","biringkanaya","OC","R2","NOV","-5.0810812","119.5253813"
"Saturday","2018","5","4","Evening","urip sumuharjo","panakkukang","TK","R2","R2","-5.1348243","119.4316818"
"Friday","2018","5","4","Morning","urip sumuharjo","panakkukang","OC","R2","NOV","-5.1348243","119.4316818"
"Friday","2018","5","4","Evening","dg. mangga","biringkanaya","OC","R2","NOV","-5.1147309","119.530569"
"Friday","2018","5","5","Morning","perintis kemerdekaan","tamalanrea","OC","R2","NOV","-5.1402715","119.4832943739"
"Saturday","2018","5","6","Evening","perintis kemerdekaan","tamalanrea","TL","R2","NOV","-5.1402715","119.4832943739"
"Sunday","2018","5","6","Afternoon","sam ratulangi","mamajang","TM","R2","NOV","-5.1545939","119.4163683"
"Sunday","2018","5","5","Afternoon","boulevard","panakkukang","TL","R4","R4","-5.1557546","119.4411023"
"Saturday","2018","5","5","Evening","urip sumuharjo","panakkukang","TL","R4","R2","-5.1348243","119.4316818"
"Saturday","2018","5","4","Afternoon","poros hartaco indah","tamalate","TK","R2","R2","-5.1863602","119.4239226"
"Friday","2018","5","7","Night","teuku umar raya","tallo","TK","R2","R2","-5.1175544","119.4319332"
"Monday","2018","5","5","Evening","adyaksa","panakkukang","OC","R2","NOV","-5.1572501","119.4479499"
"Saturday","2018","5","6","Afternoon","dr. leimena","panakkukang","TL","R2","R2","-5.1466131","119.469989"
"Sunday","2018","5","3","Afternoon","dr. leimena","panakkukang","TK","R4","R4","-5.1466131","119.469989"
"Thursday","2018","5","6","Afternoon","urip sumuharjo","panakkukang","TL","R2","R2","-5.1348243","119.4316818"
"Sunday","2018","5","4","Afternoon","urip sumuharjo","panakkukang","OC","R2","NOV","-5.1348243","119.4316818"
"Friday","2018","5","5","Afternoon","urip sumuharjo","panakkukang","OC","R2","NOV","-5.1348243","119.4316818"
"Saturday","2018","5","7","Morning","malengkeri","tamalate","OC","R2","NOV","-5.1875239","119.4339559"
"Monday","2018","5","6","Evening","masjid baiturrahman","panakkukang","TL","R4","R4","-5.1420326","119.4536857"
"Sunday","2018","5","7","Night","perintis kemerdekaan","tamalanrea","OC","R2","NOV","-5.1402715","119.4832943739"
"Monday","2018","5","6","Morning","kesatuan","tamalanrea","TK","R2","R2","-5.1311149","119.5211946"
"Sunday","2018","5","6","Afternoon","perintis kemerdekaan","tamalanrea","TL","R2","R2","-5.1402715","119.4832943739"
"Sunday","2018","5","7","Morning","paccerakkang","biringkanaya","OC","R2","NOV","-5.1239434","119.5224673"
"Monday","2018","5","7","Evening","perintis kemerdekaan","tamalanrea","TL","R2","R2","-5.1402715","119.4832943739"
"Monday","2018","5","8","Morning","serigala","mamajang","T","R2","NOV","-5.1607129","119.4210329"
"Tuesday","2018","5","9","Evening","gunung bawakaraeng","bontoala","TK","R2","R4","-5.1348657","119.4243319"
"Wednesday","2018","5","10","Afternoon","baruga raya","manggala","TK","R4","R2","-5.1566232","119.4885953"
"Thursday","2018","5","9","Morning","rajawali","mariso","TL","R2","R2","-5.1487926","119.4096505"
"Wednesday","2018","5","7","Morning","raya kampus unhas","tamalanrea","TK","R2","R2","-5.1377601","119.4886605"
"Monday","2018","5","9","Morning","insinyur sutami","biringkanaya","OC","R4","NOV","-5.0762253","119.515201"
"Wednesday","2018","5","8","Afternoon","tol reformasi","tamalanrea","TK","R4","R4","-5.1102172","119.4431934"
"Tuesday","2018","5","5","Night","perintis kemerdekaan","tamalanrea","OC","R2","NOV","-5.1402715","119.4832943739"
"Saturday","2018","5","6","Morning","perintis kemerdekaan","tamalanrea","OC","R2","NOV","-5.1402715","119.4832943739"
"Sunday","2018","5","7","Evening","paccerakkang","biringkanaya","OC","R2","NOV","-5.1239434","119.5224673"
"Monday","2018","5","10","Afternoon","perintis kemerdekaan","tamalanrea","OC","R2","NOV","-5.1402715","119.4832943739"
"Thursday","2018","5","8","Evening","gn. latimojong","makassar","TL","R2","R2","-5.1342049","119.4196956"
"Tuesday","2018","5","11","Night","pendidikan","rappocini","T","R2","NOV","-5.1735084","119.4404429"
"Friday","2018","5","10","Afternoon","yusuf dg. ngawing","rappocini","TL","TR","R4","-5.1666643","119.4421752"
"Thursday","2018","4","24","Night","gn. latimojong","makassar","TM","R2","NOV","-5.1342049","119.4196956"
"Tuesday","2018","5","10","Afternoon","manuruki ii","tamalate","OC","R2","NOV","-5.1767173","119.4289629"
"Thursday","2018","4","12","Afternoon","perintis kemerdekaan","biringkanaya","TK","R4","R4","-5.117784","119.5110136"
"Thursday","2018","5","11","Evening","perintis kemerdekaan","tamalanrea","OC","R2","NOV","-5.1402715","119.4832943739"
"Friday","2018","5","11","Afternoon","sungai saddang baru","makassar","T","R2","NOV","-5.1468435","119.4250654"
"Friday","2018","5","12","Morning","sunu","bontoala","TL","R4","R4","-5.1320485","119.4271119"
"Saturday","2018","5","12","Night","perintis kemerdekaan","biringkanaya","TK","R2","R2","-5.117784","119.5110136"
"Saturday","2018","5","12","Morning","jenderal ahmad yani","ujung pandang","TK","R2","R2","-5.1329527","119.4103466"
"Saturday","2018","5","11","Morning","gunung bawakaraeng","bontoala","TM","R2","NOV","-5.1348657","119.4243319"
"Friday","2018","5","13","Evening","sunu","tallo","TM","R2","NOV","-5.1247334","119.4296097"
"Sunday","2018","5","13","Morning","veteran selatan","makassar","TK","R2","R4","-5.1671547","119.419923"
"Sunday","2018","5","12","Morning","pettarani","rappocini","OC","R2","NOV","-5.1510383","119.4374766"
"Saturday","2018","5","18","Morning","kumala","tamalate","T","R2","NOV","-5.169866","119.4189942"
"Friday","2018","5","12","Afternoon","abdullah daeng sirua","manggala","TM","B2","NOV","-5.1502262","119.4624701"
"Saturday","2018","5","13","Afternoon","pettarani","panakkukang","TK","R2","Rro","-5.1487126","119.4380057"
"Sunday","2018","5","9","Afternoon","bakung","biringkanaya","OC","R2","NOV","-5.0875939","119.5334226"
"Wednesday","2018","5","15","Morning","veteran selatan","mamajang","TL","R4","R4","-5.162773","119.4212589"
"Tuesday","2018","5","12","Night","urip sumuharjo","panakkukang","OC","R2","NOV","-5.1348243","119.4316818"
"Saturday","2018","5","15","Morning","rappocini raya","rappocini","TK","R2","R2","-5.152599","119.4258781"
"Tuesday","2018","5","15","Evening","urip sumuharjo","panakkukang","TK","R4","R2","-5.1348243","119.4316818"
"Tuesday","2018","5","15","Night","urip sumuharjo","panakkukang","TM","R4","R4","-5.1348243","119.4316818"
"Tuesday","2018","5","16","Afternoon","borong jambu raya","manggala","TL","R2","R2","-5.1745192","119.4883637"
"Wednesday","2018","5","17","Morning","insinyur sutami","tallo","OC","R2","NOV","-5.1150772","119.4212502"
"Thursday","2018","5","16","Night","monginsidi baru","makassar","TK","R2","R2","-5.152504","119.4338497"
"Wednesday","2018","5","17","Evening","paccerakkang","biringkanaya","TK","R2","R2","-5.1239434","119.5224673"
"Thursday","2018","5","16","Afternoon","aroepala","rappocini","OC","R2","NOV","-5.1724693","119.4530673"
"Wednesday","2018","5","17","Evening","barawaja","panakkukang","TK","R2","R2","-5.1357031","119.4402319"
"Thursday","2018","5","16","Afternoon","cendrawasih","mariso","TL","R2","R2","-5.155219","119.4137008"
"Wednesday","2018","5","16","Evening","waduk tunggu pampang","manggala","TK","R4","R4","-5.16941925","119.46930765543"
"Wednesday","2018","5","17","Afternoon","perintis kemerdekaan","tamalanrea","TK","R2","R2","-5.1402715","119.4832943739"
"Thursday","2018","5","18","Morning","paccerakkang","biringkanaya","OC","R2","NOV","-5.1239434","119.5224673"
"Friday","2018","5","18","Afternoon","metro tanjung bunga","tamalate","TK","R4","R2","-5.1661576","119.3917443"
"Friday","2018","2","14","Morning","raya pendidikan","rappocini","TK","R2","R4","-5.1699393","119.4360074"
"Wednesday","2018","5","19","Evening","anggrek raya","panakkukang","OC","R2","NOV","-5.1609187","119.4550907"
"Saturday","2018","5","10","Evening","pongtiku","bontoala","TK","R2","R2","-5.1307666","119.4302141"
"Thursday","2018","5","18","Morning","tamalate i","rappocini","TK","R2","R2","-5.1675882","119.4479146"
"Friday","2018","5","20","Morning","perintis kemerdekaan","tamalanrea","TK","R2","R4","-5.1402715","119.4832943739"
"Sunday","2018","5","19","Afternoon","tol reformasi","ujung tanah","OC","R4","NOV","-5.1141963","119.4232751"
"Saturday","2018","3","24","Morning","perintis kemerdekaan","tamalanrea","OC","R2","NOV","-5.1402715","119.4832943739"
"Saturday","2018","5","21","Evening","poros perumnas sudiang","biringkanaya","TK","R4","R2","-5.102836","119.532664"
"Monday","2018","5","21","Afternoon","komp. idi","panakkukang","TK","R4","R4","-5.1499038","119.4796543"
"Monday","2018","5","22","Evening","kumala","tamalate","TK","R4","R2","-5.169866","119.4189942"
"Tuesday","2018","5","22","Morning","singa i","mamajang","TM","TR","NOV","-5.1574968","119.41823"
"Tuesday","2018","5","21","Morning","nipa nipa","manggala","TK","R2","TR","-5.1624042","119.5001015"
"Monday","2018","5","21","Afternoon","paccerakkang","tamalanrea","OC","R2","NOV","-5.1389844","119.5193272"
"Monday","2018","5","23","Evening","pettarani","panakkukang","OC","R2","NOV","-5.1487126","119.4380057"
"Wednesday","2018","5","23","Evening","gn. latimojong","makassar","TK","R4","R2","-5.1342049","119.4196956"
"Wednesday","2018","5","23","Evening","pongtiku","bontoala","TM","R2","NOV","-5.1307666","119.4302141"
"Wednesday","2018","5","23","Evening","metro tanjung bunga","tamalate","OC","R2","NOV","-5.1661576","119.3917443"
"Wednesday","2018","5","19","Afternoon","toddopuli raya","panakkukang","TL","R2","NOV","-5.1634474","119.4522972"
"Saturday","2018","5","23","Evening","metro tanjung bunga","tamalate","TK","R2","R4","-5.1661576","119.3917443"
"Wednesday","2018","5","24","Night","tamangapa raya","manggala","T","TR","NOV","-5.1767373","119.4843844"
"Thursday","2018","5","22","Morning","urip sumuharjo","bontoala","TK","R2","R2","-5.1348243","119.4316818"
"Tuesday","2018","5","25","Night","lanto daeng pasewang","mamajang","TL","R2","R2","-5.1520547","119.4161456"
"Friday","2018","5","25","Night","pettarani","rappocini","TL","R4","R2","-5.1510383","119.4374766"
"Friday","2018","5","25","Night","batua raya","panakkukang","TK","R4","R2","-5.1496211","119.4605657"
"Friday","2018","5","25","Morning","sultan alauddin","tamalate","TL","R2","R2","-5.1682367","119.4209823"
"Friday","2018","5","26","Afternoon","urip sumuharjo","panakkukang","TK","R2","TR","-5.1348243","119.4316818"
"Saturday","2018","5","24","Afternoon","perintis kemerdekaan","biringkanaya","TK","TR","R2","-5.117784","119.5110136"
"Thursday","2018","5","27","Afternoon","kerung-kerung","makassar","TL","R2","NOV","-5.1402349","119.4257622"
"Sunday","2018","5","26","Afternoon","perintis kemerdekaan","biringkanaya","TL","R4","R4","-5.117784","119.5110136"
"Saturday","2018","5","27","Morning","perintis kemerdekaan","tamalanrea","OC","R2","NOV","-5.1402715","119.4832943739"
"Sunday","2018","5","26","Afternoon","sunu","tallo","TL","R2","R2","-5.1247334","119.4296097"
"Saturday","2018","5","24","Afternoon","samiun","ujung pandang","TK","R4","R4","-5.1370014","119.4069531"
"Thursday","2018","5","25","Afternoon","rajawali","mariso","OC","R2","NOV","-5.1487926","119.4096505"
"Friday","2018","5","28","Morning","sunu","bontoala","TL","R2","R2","-5.1320485","119.4271119"
"Monday","2018","5","28","Night","taman makam pahlawan","panakkukang","OC","R2","NOV","-5.1465651","119.4612296"
"Monday","2018","5","28","Morning","daeng tata raya","tamalate","TL","R2","Rro","-5.1850019","119.423432"
"Monday","2018","5","28","Afternoon","urip sumuharjo","panakkukang","TK","R4","R2","-5.1348243","119.4316818"
"Monday","2018","5","28","Morning","profesor abdurrahman basalamah","panakkukang","TK","R2","R2","-5.1471505","119.4492661"
"Monday","2018","5","28","Morning","mesjid raya","bontoala","TL","R4","NOV","-5.1333841","119.4274196"
"Monday","2018","5","27","Morning","serigala","mamajang","TK","R2","R2","-5.1607129","119.4210329"
"Sunday","2018","5","30","Night","pettarani","panakkukang","TL","R4","R2","-5.1487126","119.4380057"
"Wednesday","2018","5","30","Evening","pettarani","rappocini","TL","R4","R2","-5.1510383","119.4374766"
"Wednesday","2018","5","30","Afternoon","korban 40.000 jiwa","tallo","TM","R2","NOV","-5.1254113","119.4351733"
"Wednesday","2018","5","30","Morning","tamalanrea raya","tamalanrea","TL","R2","R2","-5.1358197","119.5070307"
"Wednesday","2018","5","29","Morning","tamalanrea raya","tamalanrea","TM","R2","NOV","-5.1358197","119.5070307"
"Tuesday","2018","5","29","Evening","bontoa raya","tamalanrea","OC","R2","NOV","-5.0970119","119.4696589"
"Tuesday","2018","5","28","Afternoon","veteran utara","makassar","TK","R4","R2","-5.1392193","119.4233132"
"Monday","2018","5","30","Evening","gatot subroto","tallo","TK","R2","R2","-5.1182717","119.4350626"
"Wednesday","2018","5","31","Afternoon","perintis kemerdekaan","biringkanaya","OC","R2","NOV","-5.117784","119.5110136"
"Thursday","2018","5","30","Afternoon","tinumbu","bontoala","TK","R2","R2","-5.1195488","119.4206733"
"Wednesday","2018","5","28","Evening","borong raya","manggala","T","B2","NOV","-5.1620883","119.4635886"
"Monday","2018","6","1","Afternoon","sultan alauddin","rappocini","T","R2","NOV","-5.176566","119.4363938"
"Friday","2018","5","30","Afternoon","boulevard","panakkukang","TL","R4","R4","-5.1557546","119.4411023"
"Wednesday","2018","4","7","Evening","cendrawasih","mariso","OC","R2","NOV","-5.155219","119.4137008"
"Saturday","2018","5","31","Morning","macan","mamajang","OC","R2","NOV","-5.1604258","119.4199297"
"Thursday","2018","6","1","Night","perintis kemerdekaan","biringkanaya","TK","R2","R4","-5.117784","119.5110136"
"Friday","2018","6","1","Afternoon","lantebung","tamalanrea","TM","TR","NOV","-5.0799398","119.4669985"
"Friday","2018","5","2","Evening","sanrangan","biringkanaya","OC","R2","NOV","-5.1063304","119.5203592"
"Wednesday","2018","6","1","Morning","perintis kemerdekaan","tamalanrea","TK","R4","R4","-5.1402715","119.4832943739"
"Friday","2018","6","3","Morning","laikang","biringkanaya","TK","R2","R2","-5.1040237","119.5375731"
"Sunday","2018","6","2","Night","perintis kemerdekaan","biringkanaya","TL","R2","R2","-5.117784","119.5110136"
"Saturday","2018","6","2","Evening","veteran utara","makassar","TL","R2","NOV","-5.1392193","119.4233132"
"Saturday","2018","6","2","Morning","pajukukang","tamalate","TL","R2","R2","-5.2019757","119.3874662"
"Saturday","2018","6","3","Morning","sukaria 4","panakkukang","OC","R2","NOV","-5.1420415","119.443273"
"Sunday","2018","6","1","Evening","baji minasa","mariso","TM","R2","NOV","-5.1657427","119.4097701"
"Friday","2018","5","13","Night","sehati","panakkukang","T","R2","NOV","-5.1413064","119.4369767"
"Sunday","2018","4","11","Afternoon","ahmad dahlan","ujung pandang","TL","R4","NOV","-5.1431598","119.4086552"
"Wednesday","2018","6","2","Morning","metro tanjung bunga","tamalate","T","R4","NOV","-5.1661576","119.3917443"
"Saturday","2018","5","31","Morning","urip sumuharjo","panakkukang","TK","R2","R4","-5.1348243","119.4316818"
"Thursday","2018","6","2","Evening","veteran utara","makassar","TM","R2","NOV","-5.1392193","119.4233132"
"Saturday","2018","6","4","Evening","andi tonro","tamalate","OC","R2","NOV","-5.1719829","119.423857"
"Monday","2018","6","4","Night","dr. leimena","panakkukang","OC","R2","NOV","-5.1466131","119.469989"
"Monday","2018","6","2","Night","urip sumuharjo","makassar","TL","R4","R2","-5.1348243","119.4316818"
"Saturday","2018","6","3","Morning","tanjung alang","mamajang","TL","R4","B2","-5.17081705","119.4042571"
"Sunday","2018","5","30","Afternoon","pettarani","rappocini","TL","TR","R2","-5.1510383","119.4374766"
"Wednesday","2018","6","2","Evening","skarda","rappocini","TK","R2","R2","-5.1767329","119.4419859"
"Saturday","2018","6","4","Night","paccerakkang","biringkanaya","T","R2","NOV","-5.1239434","119.5224673"
"Monday","2018","6","6","Afternoon","veteran utara","bontoala","TL","R4","R4","-5.1392193","119.4233132"
"Wednesday","2018","6","5","Morning","sultan alauddin","rappocini","TL","R4","R4","-5.176566","119.4363938"
"Tuesday","2018","5","23","Afternoon","amd","manggala","OC","R2","NOV","-5.167932","119.4941819"
"Wednesday","2018","6","3","Morning","mesjid raya","bontoala","OC","R2","NOV","-5.1333841","119.4274196"
"Sunday","2018","6","5","Evening","tanjung bayang","tamalate","OC","B2","NOV","-5.1661576","119.3917443"
"Tuesday","2018","6","6","Morning","regge 2","tallo","TL","R2","R2","-5.1249285","119.433072"
"Wednesday","2018","6","6","Evening","sultan alauddin","rappocini","OC","R2","NOV","-5.176566","119.4363938"
"Wednesday","2018","6","5","Evening","lamuru","bontoala","TL","R2","R2","-5.1285743","119.4207363"
"Tuesday","2018","6","6","Evening","perintis kemerdekaan","tamalanrea","TM","R2","NOV","-5.1402715","119.4832943739"
"Wednesday","2018","6","6","Evening","urip sumuharjo","panakkukang","TK","R2","R2","-5.1348243","119.4316818"
"Wednesday","2018","6","6","Evening","tamalanrea raya","tamalanrea","TL","R4","R4","-5.1358197","119.5070307"
"Wednesday","2018","6","4","Afternoon","perintis kemerdekaan","tamalanrea","TK","R2","R2","-5.1402715","119.4832943739"
"Monday","2018","6","7","Evening","perintis kemerdekaan","biringkanaya","TL","R2","R2","-5.117784","119.5110136"
"Thursday","2018","6","8","Evening","dr. sutomo","ujung pandang","OC","R2","NOV","-5.1423683","119.4134903"
"Friday","2018","6","8","Afternoon","perintis kemerdekaan","tamalanrea","OC","R2","NOV","-5.1402715","119.4832943739"
"Friday","2018","6","9","Afternoon","perintis kemerdekaan","biringkanaya","TK","R4","R2","-5.117784","119.5110136"
"Saturday","2018","6","6","Morning","perintis kemerdekaan iv","tamalanrea","OC","R4","NOV","-5.1441221","119.4902404"
"Wednesday","2018","6","9","Morning","paccerakkang","biringkanaya","TK","R4","R2","-5.1239434","119.5224673"
"Saturday","2018","6","10","Evening","muh. tahir","tamalate","TM","R2","NOV","-5.1755446","119.4173674"
"Sunday","2018","6","10","Night","boulevard","panakkukang","TK","R2","NOV","-5.1557546","119.4411023"
"Sunday","2018","6","9","Morning","pettarani","panakkukang","TK","R4","R2","-5.1487126","119.4380057"
"Saturday","2018","6","9","Morning","perumnas antang","manggala","TL","R2","R2","-5.1673981","119.4843358"
"Saturday","2018","6","5","Afternoon","cendrawasih","mariso","OC","R2","NOV","-5.155219","119.4137008"
"Tuesday","2018","6","8","Night","urip sumuharjo","makassar","T","R2","NOV","-5.1348243","119.4316818"
"Friday","2018","6","9","Evening","abdullah daeng sirua","panakkukang","TM","R2","NOV","-5.1513443","119.4494392"
"Saturday","2018","6","10","Afternoon","cendrawasih","mamajang","TL","R2","NOV","-5.167086","119.4118044"
"Sunday","2018","6","9","Evening","sungai cerekang","ujung pandang","OC","R2","NOV","-5.1360423","119.417865"
"Saturday","2018","6","10","Afternoon","laiya","bontoala","TL","B2","R2","-5.1300329","119.4170429"
"Sunday","2018","6","11","Afternoon","pengayoman","panakkukang","TL","R2","R2","-5.1592732","119.4466246"
"Monday","2018","6","10","Night","profesor abdurrahman basalamah","panakkukang","OC","R2","NOV","-5.1471505","119.4492661"
"Sunday","2018","6","11","Afternoon","bonto bila raya","manggala","OC","R2","NOV","-5.152374","119.4622026"
"Monday","2018","6","10","Morning","sukaria i","panakkukang","OC","R2","NOV","-5.1430959","119.4403752"
"Sunday","2018","5","18","Afternoon","profesor abdurrahman basalamah","panakkukang","OC","R2","NOV","-5.1471505","119.4492661"
"Friday","2018","6","12","Afternoon","bontoloe","tamalanrea","OC","R2","NOV","-5.1134908","119.4994656"
"Tuesday","2018","6","6","Morning","sultan alauddin","rappocini","TL","R2","R2","-5.176566","119.4363938"
"Wednesday","2018","6","11","Afternoon","adyaksa","panakkukang","TK","R2","R4","-5.1572501","119.4479499"
"Monday","2018","6","9","Evening","perintis kemerdekaan","tamalanrea","OC","R2","NOV","-5.1402715","119.4832943739"
"Saturday","2018","6","11","Night","veteran selatan","makassar","OC","R2","NOV","-5.1671547","119.419923"
"Monday","2018","6","11","Evening","gunung bulusaraung","ujung pandang","OC","R2","NOV","-5.1330062","119.4135683"
"Monday","2018","6","7","Evening","gunung bulusaraung","ujung pandang","TM","R2","NOV","-5.1330062","119.4135683"
"Thursday","2018","6","13","Night","gunung bulusaraung","ujung pandang","TK","R2","R2","-5.1330062","119.4135683"
"Wednesday","2018","6","13","Afternoon","urip sumuharjo","panakkukang","TK","R4","R2","-5.1348243","119.4316818"
"Wednesday","2018","6","12","Morning","metro tanjung bunga","tamalate","TL","R4","R2","-5.1661576","119.3917443"
"Tuesday","2018","6","12","Afternoon","urip sumuharjo","bontoala","TL","R4","R2","-5.1348243","119.4316818"
"Tuesday","2018","6","11","Evening","raya baruga","manggala","TK","R2","R4","-5.1566989","119.4884433"
"Monday","2018","6","12","Evening","veteran selatan","makassar","TL","R4","B2","-5.1671547","119.419923"
"Tuesday","2018","6","15","Evening","urip sumuharjo","panakkukang","TK","R2","R4","-5.1348243","119.4316818"
"Friday","2018","6","14","Morning","tamangapa raya","manggala","T","R2","NOV","-5.1767373","119.4843844"
"Thursday","2018","6","15","Evening","mirah seruni","panakkukang","TK","R2","R2","-5.1592772","119.4496387"
"Friday","2018","6","15","Morning","metro tanjung bunga","mariso","T","R2","NOV","-5.1523252","119.4054678"
"Friday","2018","6","14","Evening","serigala","mamajang","T","R2","NOV","-5.1607129","119.4210329"
"Thursday","2018","6","14","Evening","manuruki ii","tamalate","TL","R2","NOV","-5.1767173","119.4289629"
"Thursday","2018","6","14","Afternoon","sultan alauddin","rappocini","TM","R4","NOV","-5.176566","119.4363938"
"Thursday","2018","6","16","Evening","pettarani","panakkukang","T","R2","NOV","-5.1487126","119.4380057"
"Saturday","2018","6","16","Morning","abu bakar lambogo","panakkukang","T","R2","NOV","-5.1421876","119.4339984"
"Saturday","2018","6","17","Evening","veteran utara","makassar","TK","R2","R2","-5.1392193","119.4233132"
"Sunday","2018","6","16","Evening","minasa upa","rappocini","TK","R2","R2","-5.1852162","119.4521952"
"Saturday","2018","6","16","Afternoon","kapasa raya","tamalanrea","OC","R4","NOV","-5.1029771","119.4940907"
"Saturday","2018","6","16","Morning","pintu bandar udara internasional sultan hasanuddin","biringkanaya","TK","R4","R2","-5.0700203","119.5319159"
"Saturday","2018","6","16","Afternoon","jalan poros asrama haji","biringkanaya","OC","R2","NOV","-5.0861926","119.5360459"
"Saturday","2018","6","15","Afternoon","batara bira","biringkanaya","TK","R2","R4","-5.0884975","119.5063692"
"Friday","2018","6","12","Morning","datuk ditiro","tallo","OC","R2","NOV","-5.1272385","119.431099"
"Tuesday","2018","6","14","Morning","sultan hasanuddin","ujung pandang","TL","R2","R4","-5.1444747","119.4127353"
"Thursday","2018","6","17","Night","sam ratulangi","mamajang","TM","R2","NOV","-5.1545939","119.4163683"
"Sunday","2018","6","24","Afternoon","pettarani","panakkukang","TK","R4","R2","-5.1487126","119.4380057"
"Sunday","2018","6","14","Afternoon","haji bau","mariso","TL","R4","R2","-5.148609","119.4111046"
"Thursday","2018","6","15","Afternoon","pajukukang","tamalate","OC","R2","NOV","-5.2019757","119.3874662"
"Friday","2018","6","14","Afternoon","sanrangan","biringkanaya","OC","R2","NOV","-5.1063304","119.5203592"
"Thursday","2018","6","17","Night","sultan alauddin","rappocini","OC","R2","NOV","-5.176566","119.4363938"
"Sunday","2018","6","19","Evening","urip sumuharjo","panakkukang","TL","R2","R2","-5.1348243","119.4316818"
"Tuesday","2018","6","11","Morning","inspeksi pam","manggala","TK","R4","R2","-5.1501163","119.4756964"
"Monday","2018","6","12","Morning","letjen hertasning","rappocini","TL","R2","R2","-5.1630661","119.4444202"
"Tuesday","2018","6","19","Morning","jenderal ahmad yani","ujung pandang","TL","R2","R2","-5.1329527","119.4103466"
"Tuesday","2018","6","15","Evening","urip sumuharjo","panakkukang","TK","R2","R2","-5.1348243","119.4316818"
"Friday","2018","5","29","Morning","sungai saddang","makassar","TK","R2","R2","-5.1468435","119.4250654"
"Tuesday","2018","6","19","Afternoon","tamalanrea raya","tamalanrea","TM","R2","NOV","-5.1358197","119.5070307"
"Tuesday","2018","6","21","Afternoon","raya telkomas","biringkanaya","OC","R2","NOV","-5.127321","119.5100393"
"Thursday","2018","6","21","Afternoon","pettarani","panakkukang","TM","R2","NOV","-5.1487126","119.4380057"
"Thursday","2018","6","21","Morning","urip sumuharjo v","panakkukang","TL","R4","R2","-5.1348243","119.4316818"
"Thursday","2018","6","21","Morning","adyaksa","panakkukang","TK","R4","R2","-5.1572501","119.4479499"
"Thursday","2018","6","22","Morning","monginsidi","mamajang","TK","R2","R2","-5.152504","119.4338497"
"Friday","2018","6","23","Morning","toddopuli raya timur","panakkukang","TM","R2","NOV","-5.1634968","119.4533003"
"Saturday","2018","6","23","Night","toddopuli raya timur","panakkukang","TL","R4","R2","-5.1634968","119.4533003"
"Saturday","2018","6","24","Evening","perintis kemerdekaan","biringkanaya","TK","R2","R2","-5.117784","119.5110136"
"Sunday","2018","6","24","Morning","perintis kemerdekaan","biringkanaya","TK","R4","R2","-5.117784","119.5110136"
"Sunday","2018","6","24","Morning","urip sumuharjo","panakkukang","TL","R2","R2","-5.1348243","119.4316818"
"Sunday","2018","6","23","Evening","baji minasa","mariso","TK","TR","R2","-5.1657427","119.4097701"
"Saturday","2018","6","27","Afternoon","sungai saddang baru","makassar","TK","R2","R4","-5.1468435","119.4250654"
"Wednesday","2018","6","27","Morning","cendrawasih","mariso","TK","R2","R2","-5.155219","119.4137008"
"Wednesday","2018","6","27","Afternoon","perintis kemerdekaan","tamalanrea","TK","R2","M","-5.1402715","119.4832943739"
"Wednesday","2018","6","28","Morning","urip sumuharjo","panakkukang","TL","R2","R2","-5.1348243","119.4316818"
"Thursday","2018","6","28","Evening","pajukukang","tamalate","TM","R2","NOV","-5.2019757","119.3874662"
"Thursday","2018","6","28","Evening","perintis kemerdekaan","biringkanaya","TK","R2","R2","-5.117784","119.5110136"
"Thursday","2018","6","29","Evening","perintis kemerdekaan","biringkanaya","TK","R2","R2","-5.117784","119.5110136"
"Friday","2018","7","1","Afternoon","perintis kemerdekaan iv","biringkanaya","TK","R2","R2","-5.1178133","119.5110641"
"Sunday","2018","6","29","Night","insinyur sutami","biringkanaya","T","R4","NOV","-5.0762253","119.515201"
"Friday","2018","7","1","Morning","batua raya","manggala","TL","R2","R2","-5.1601382","119.4595133"
"Sunday","2018","6","30","Morning","sam ratulangi","mariso","TK","R2","R4","-5.1545549","119.4162792"
"Saturday","2018","7","2","Afternoon","kakatua","mariso","TL","R4","NOV","-5.1615534","119.4153491"
"Monday","2018","6","28","Morning","perintis kemerdekaan","biringkanaya","TB","TR","R2","-5.117784","119.5110136"
"Thursday","2018","7","3","Afternoon","sam ratulangi","mariso","TL","R4","R2","-5.1545549","119.4162792"
"Tuesday","2018","7","2","Morning","mallombassang","makassar","TM","R4","NOV","-5.1754863","119.4156656"
"Monday","2018","7","1","Afternoon","gunung latimojong","makassar","TM","R2","NOV","-5.1405404","119.4208275"
"Sunday","2018","6","30","Evening","perintis kemerdekaan","tamalanrea","TK","R4","R2","-5.1402715","119.4832943739"
"Saturday","2018","7","4","Morning","pettarani","panakkukang","TK","R4","R2","-5.1487126","119.4380057"
