"day","year","month","date","time","address","district","accident_types","suspect_vehicle","victim_vehicle","lat","long"
"Wednesday","2019","2","27","Morning","sungai limboto","ujung pandang","TM","R4","NOV","-5.1422741","119.4193335"
"Wednesday","2019","2","21","Afternoon","toa daeng 3","manggala","TK","R2","R4","-5.1509148","119.4674114"
"Thursday","2019","2","28","Night","pannampu","tallo","TK","R2","R2","-5.1184614","119.4264568"
"Thursday","2019","3","1","Afternoon","urip sumuharjo","panakkukang","TL","R4","R2","-5.1348243","119.4316818"
"Friday","2019","3","1","Evening","dirgantara","panakkukang","TK","R4","R2","-5.1464776","119.4580041"
"Friday","2019","2","28","Morning","tamangapa raya","manggala","TM","R2","NOV","-5.1767373","119.4843844"
"Thursday","2019","3","3","Afternoon","kapasa raya","biringkanaya","TK","R2","R2","-5.0945064","119.4925577"
"Sunday","2019","3","2","Morning","perintis kemerdekaan","tamalanrea","T","R2","NOV","-5.1402715","119.4832943739"
"Saturday","2019","3","2","Evening","insinyur sutami","biringkanaya","TL","R2","R2","-5.0762253","119.515201"
"Saturday","2019","3","3","Evening","keindahan","tamalanrea","TK","R2","R2","-5.1374182","119.5175326"
"Sunday","2019","3","1","Afternoon","kenanga","mariso","TK","R2","R2","-5.1622419","119.4101094"
"Friday","2019","3","1","Morning","letjen hertasning","panakkukang","TK","R2","R2","-5.1625545","119.4430925"
"Friday","2019","3","3","Morning","insinyur sutami","tamalanrea","TL","TR","R2","-5.085731","119.4904613"
"Sunday","2019","3","4","Night","urip sumuharjo","panakkukang","TL","R2","R2","-5.1348243","119.4316818"
"Monday","2019","3","4","Morning","pelita raya","panakkukang","TB","R4","R2","-5.1493718","119.4364014"
"Monday","2019","3","2","Afternoon","raya telkomas","biringkanaya","TK","R4","R2","-5.127321","119.5100393"
"Saturday","2019","3","5","Afternoon","mutiara boulevard","biringkanaya","OC","R4","NOV","-5.0784462","119.5044145"
"Tuesday","2019","3","6","Morning","asrama haji","biringkanaya","TL","R4","R2","-5.0861926","119.5360459"
"Wednesday","2019","3","6","Afternoon","a.r. hakim","tallo","TK","R2","R2","-5.12141","119.4347354"
"Wednesday","2019","3","8","Afternoon","barawaja","panakkukang","TK","R2","R2","-5.1357031","119.4402319"
"Friday","2019","3","8","Morning","insinyur sutami","tamalanrea","TK","R2","TR","-5.085731","119.4904613"
"Friday","2019","3","9","Afternoon","mangerangi","tamalate","TK","R2","R4","-5.1689096","119.4152792"
"Saturday","2019","3","9","Afternoon","baddoka","biringkanaya","TM","R2","NOV","-5.0880173","119.50547125677"
"Saturday","2019","3","9","Morning","kima ii","biringkanaya","TK","R2","R2","-5.1053107","119.4977425"
"Saturday","2019","3","9","Morning","gunung latimojong","bontoala","TK","R2","R2","-5.1405404","119.4208275"
"Saturday","2019","3","10","Morning","andi mangerangi","tamalate","TL","R2","NOV","-5.16894","119.4185142"
"Sunday","2019","3","10","Morning","andi mangerangi","tamalate","TK","R2","R2","-5.16894","119.4185142"
"Sunday","2019","3","10","Morning","veteran utara","makassar","TM","R2","NOV","-5.1392193","119.4233132"
"Sunday","2019","3","12","Evening","pongtiku","tallo","TL","R2","R4","-5.1253535","119.4317971"
"Tuesday","2019","3","7","Morning","amirullah","mamajang","TM","R2","NOV","-5.1535187","119.4185634"
"Thursday","2019","3","8","Afternoon","baji minasa ii","mariso","TK","R2","R2","-5.1657427","119.4097701"
"Friday","2019","3","11","Afternoon","keindahan i","tamalanrea","TK","R2","R2","-5.1374182","119.5175326"
"Monday","2019","3","11","Morning","veteran selatan","mamajang","TL","R2","R2","-5.162773","119.4212589"
"Monday","2019","3","11","Afternoon","tamalate","rappocini","TL","R4","R2","-5.1675882","119.4479146"
"Monday","2019","3","13","Afternoon","ujung bor","manggala","TK","R2","R4","-5.1656257","119.5074161"
"Wednesday","2019","3","12","Night","maccini raya","makassar","TL","R4","R2","-5.1380386","119.4340109"
"Tuesday","2019","3","13","Morning","insinyur sutami","tamalanrea","TK","TR","R4","-5.085731","119.4904613"
"Wednesday","2019","3","12","Afternoon","kima raya","biringkanaya","TK","R4","R2","-5.1103799","119.5032456"
"Tuesday","2019","3","12","Evening","abdullah daeng sirua","panakkukang","TL","R2","R2","-5.1513443","119.4494392"
"Tuesday","2019","3","13","Afternoon","dirgantara","panakkukang","TK","M","R2","-5.1464776","119.4580041"
"Wednesday","2019","3","15","Evening","veteran selatan","mamajang","TK","R2","R2","-5.162773","119.4212589"
"Friday","2019","3","15","Morning","abdullah daeng sirua","panakkukang","TL","R4","R2","-5.1513443","119.4494392"
"Friday","2019","3","16","Afternoon","teuku umar raya","tallo","TK","R2","R2","-5.1175544","119.4319332"
"Saturday","2019","3","16","Morning","insinyur sutami","tamalanrea","TL","R2","R4","-5.085731","119.4904613"
"Saturday","2019","3","17","Morning","perintis kemerdekaan","tamalanrea","TK","R4","R2","-5.1402715","119.4832943739"
"Sunday","2019","3","18","Afternoon","abdul kadir","tamalate","TL","R2","NOV","-5.1811779","119.4159871"
"Monday","2019","3","16","Night","pengayoman","panakkukang","TL","R2","R2","-5.1592732","119.4466246"
"Saturday","2019","2","28","Night","gunung bulusaraung","ujung pandang","TL","R4","R4","-5.1330062","119.4135683"
"Thursday","2019","3","19","Night","daeng tata lama","tamalate","TL","R2","R2","-5.1894221","119.4408194"
"Tuesday","2019","3","13","Afternoon","insinyur sutami","biringkanaya","TK","R4","R2","-5.0762253","119.515201"
"Wednesday","2019","3","17","Night","perintis kemerdekaan iii","tamalanrea","TL","R2","NOV","-5.1408287","119.4777871"
"Sunday","2019","3","18","Afternoon","insinyur sutami","biringkanaya","TL","R2","R2","-5.0762253","119.515201"
"Monday","2019","3","20","Morning","perintis kemerdekaan","tamalanrea","TK","R2","R4","-5.1402715","119.4832943739"
"Wednesday","2019","3","20","Afternoon","onta","mamajang","TK","R4","R2","-5.1559757","119.4208153"
"Wednesday","2019","3","20","Morning","metro tanjung bunga","ujung pandang","TK","R4","R2","-5.1586169","119.4027863"
"Wednesday","2019","3","21","Morning","sungai saddang","ujung pandang","TK","R4","R2","-5.1468435","119.4250654"
"Thursday","2019","3","21","Morning","hati murni","mariso","TM","R2","NOV","-5.1638212","119.4096009"
"Thursday","2019","3","20","Night","cendrawasih","mamajang","TK","R2","R2","-5.167086","119.4118044"
"Wednesday","2019","3","21","Evening","galangan kapal","tallo","TL","R2","NOV","-5.112275","119.4309818"
"Thursday","2019","3","21","Morning","perintis kemerdekaan","tamalanrea","T","R2","NOV","-5.1402715","119.4832943739"
"Thursday","2019","3","21","Afternoon","inspeksi pam","manggala","TM","R2","NOV","-5.1501163","119.4756964"
"Thursday","2019","3","22","Evening","andi mappaodang","tamalate","TL","R2","R2","-5.1732205","119.4158686"
"Friday","2019","3","21","Evening","daeng ramang","biringkanaya","TK","R4","TR","-5.0936057","119.5138158"
"Thursday","2019","3","23","Afternoon","rajawali","mariso","TL","R2","NOV","-5.1487926","119.4096505"
"Saturday","2019","3","24","Afternoon","bandang","bontoala","TK","R4","R4","-5.1329092","119.4213666"
"Sunday","2019","3","23","Morning","insinyur sutami","biringkanaya","TL","R2","R2","-5.0762253","119.515201"
"Saturday","2019","3","24","Afternoon","al markaz","bontoala","OC","R2","NOV","-5.1261896","119.4250175"
"Sunday","2019","3","23","Morning","veteran selatan","mamajang","TM","R4","NOV","-5.162773","119.4212589"
"Saturday","2019","3","25","Evening","al markaz","bontoala","OC","R2","NOV","-5.1261896","119.4250175"
"Monday","2019","3","25","Afternoon","abu bakar lambogo","makassar","OC","R2","NOV","-5.1440495","119.4307874"
"Monday","2019","3","25","Morning","pajaiang","biringkanaya","TM","R2","NOV","-5.1048027","119.5252166"
"Monday","2019","3","22","Morning","tamalanrea raya","tamalanrea","TK","R2","R2","-5.1358197","119.5070307"
"Friday","2019","3","1","Night","sam ratulangi","mariso","TL","R2","R2","-5.1545549","119.4162792"
"Friday","2019","3","25","Afternoon","toddopuli ii","panakkukang","TL","R2","R2","-5.1631288","119.4468851"
"Monday","2019","3","26","Morning","perintis kemerdekaan","tamalanrea","OC","R2","NOV","-5.1402715","119.4832943739"
"Tuesday","2019","3","26","Afternoon","perintis kemerdekaan","biringkanaya","OC","R2","NOV","-5.117784","119.5110136"
"Tuesday","2019","3","25","Morning","pergudangan parangloe","tamalanrea","OC","R2","NOV","-5.10069545","119.48063495647"
"Monday","2019","3","27","Night","nuri","mariso","TL","R2","R2","-5.1613624","119.4092236"
"Wednesday","2019","3","27","Morning","urip sumuharjo","bontoala","TL","R3","R2","-5.1348243","119.4316818"
"Wednesday","2019","3","27","Afternoon","batua raya","panakkukang","TK","R2","R4","-5.1496211","119.4605657"
"Wednesday","2019","3","24","Morning","perintis kemerdekaan","tamalanrea","OC","R2","NOV","-5.1402715","119.4832943739"
"Sunday","2019","3","27","Afternoon","perintis kemerdekaan","tamalanrea","TL","R4","R2","-5.1402715","119.4832943739"
"Wednesday","2019","3","27","Afternoon","insinyur sutami","tamalanrea","OC","R2","NOV","-5.085731","119.4904613"
"Wednesday","2019","3","27","Evening","perintis kemerdekaan km. 12","tamalanrea","TL","R2","R2","-5.1346841","119.4971927"
"Wednesday","2019","3","15","Evening","abdullah daeng sirua","panakkukang","OC","R2","NOV","-5.1513443","119.4494392"
"Friday","2019","3","28","Afternoon","veteran selatan","makassar","TK","R4","R4","-5.1671547","119.419923"
"Thursday","2019","3","27","Night","sungai saddang baru","makassar","TK","R4","R4","-5.1468435","119.4250654"
"Wednesday","2019","3","27","Evening","paccerakkang","biringkanaya","TL","R4","R4","-5.1239434","119.5224673"
"Wednesday","2019","3","28","Afternoon","pajaiang","biringkanaya","TM","R2","NOV","-5.1048027","119.5252166"
"Thursday","2019","3","29","Morning","cendrawasih iii","mariso","TK","R2","R2","-5.1563543","119.412237"
"Friday","2019","3","23","Morning","sultan alauddin","tamalate","TM","R2","NOV","-5.1682367","119.4209823"
"Saturday","2019","3","28","Night","kumala","tamalate","T","R2","NOV","-5.169866","119.4189942"
"Thursday","2019","3","28","Morning","gunung latimojong","makassar","T","R2","NOV","-5.1405404","119.4208275"
"Thursday","2019","3","29","Morning","abdullah daeng sirua","panakkukang","TL","R2","R4","-5.1513443","119.4494392"
"Friday","2019","3","31","Morning","pajaiang","biringkanaya","TL","R2","R2","-5.1048027","119.5252166"
"Sunday","2019","3","28","Evening","lanto daeng pasewang","mamajang","TL","R2","Rro","-5.1520547","119.4161456"
"Thursday","2019","3","29","Morning","metro tanjung bunga","mariso","TK","R2","R4","-5.1523252","119.4054678"
"Friday","2019","3","30","Evening","parumpa","biringkanaya","TK","R4","R4","-5.117091","119.5096487"
"Saturday","2019","3","29","Night","katimbang","biringkanaya","TL","R2","R2","-5.1389419","119.519489"
"Friday","2019","3","30","Afternoon","kotipa raya","biringkanaya","T","R2","NOV","-5.132199","119.5260262"
"Saturday","2019","3","30","Afternoon","perintis kemerdekaan km. 9","tamalanrea","TL","R2","NOV","-5.1346841","119.4971927"
"Saturday","2019","3","31","Evening","daeng ramang","biringkanaya","TM","R2","NOV","-5.0936057","119.5138158"
"Sunday","2019","3","30","Afternoon","dr. leimena","manggala","TK","R4","R4","-5.1499864","119.4710753"
"Saturday","2019","4","1","Morning","mutiara boulevard","biringkanaya","OC","R2","NOV","-5.0784462","119.5044145"
"Monday","2019","4","1","Afternoon","mutiara boulevard","biringkanaya","OC","R2","NOV","-5.0784462","119.5044145"
"Monday","2019","3","30","Afternoon","dg. hayo","manggala","OC","R2","NOV","-5.1558301","119.4734283"
"Saturday","2019","4","1","Evening","dangko","tamalate","TK","R4","R2","-5.1811574","119.4128553"
"Monday","2019","3","31","Afternoon","veteran selatan","makassar","TL","R4","R2","-5.1671547","119.419923"
"Sunday","2019","4","1","Afternoon","perintis kemerdekaan","tamalanrea","TL","R2","R2","-5.1402715","119.4832943739"
"Monday","2019","4","2","Evening","metro tanjung bunga","tamalate","TL","R2","R2","-5.1661576","119.3917443"
"Tuesday","2019","4","1","Afternoon","raya baruga","manggala","TK","R2","R2","-5.1566989","119.4884433"
"Monday","2019","4","1","Night","perintis kemerdekaan","biringkanaya","OC","R2","NOV","-5.117784","119.5110136"
"Monday","2019","4","1","Night","tamangapa raya","manggala","TL","R2","NOV","-5.1767373","119.4843844"
"Monday","2019","4","3","Evening","sam ratulangi","mariso","TK","R4","R2","-5.1545549","119.4162792"
"Wednesday","2019","4","3","Afternoon","nuri","mariso","TL","R2","R2","-5.1613624","119.4092236"
"Wednesday","2019","4","3","Morning","galangan kapal","tallo","TL","R4","R2","-5.112275","119.4309818"
"Wednesday","2019","4","5","Evening","metro tanjung bunga","tamalate","T","R2","NOV","-5.1661576","119.3917443"
"Friday","2019","3","2","Night","pannampu","tallo","TK","R2","R2","-5.1184614","119.4264568"
"Saturday","2019","4","5","Morning","kenanga","mariso","TK","R2","R4","-5.1622419","119.4101094"
"Friday","2019","4","5","Afternoon","sunu","tallo","TK","R2","R2","-5.1247334","119.4296097"
"Friday","2019","4","4","Afternoon","goa ria","biringkanaya","TK","R4","R4","-5.0810812","119.5253813"
"Thursday","2019","4","4","Afternoon","profesor abdurrahman basalamah","panakkukang","TK","R4","R2","-5.1471505","119.4492661"
"Thursday","2019","4","4","Evening","hertasning ix","rappocini","TK","R4","R2","-5.165497","119.4402212"
"Thursday","2019","4","7","Morning","monginsidi","makassar","TL","R4","R2","-5.1486033","119.4231664"
"Sunday","2019","3","29","Evening","jenderal sudirman","ujung pandang","TK","R2","R2","-5.1345222","119.4137962"
"Friday","2019","4","2","Morning","insinyur sutami","tallo","TL","R2","R2","-5.1150772","119.4212502"
"Tuesday","2019","4","6","Evening","mesjid raya","bontoala","TL","R2","R2","-5.1333841","119.4274196"
"Saturday","2019","4","5","Afternoon","cendrawasih","mariso","TK","R4","R2","-5.155219","119.4137008"
"Friday","2019","4","7","Night","pajukukang","tamalate","TK","R2","R2","-5.2019757","119.3874662"
"Sunday","2019","4","5","Night","rajawali","mariso","TK","R4","R2","-5.1487926","119.4096505"
"Friday","2019","4","7","Afternoon","malengkeri","tamalate","TK","R2","R2","-5.1875239","119.4339559"
"Sunday","2019","4","8","Morning","pajukukang","tamalate","TL","R4","R2","-5.2019757","119.3874662"
"Monday","2019","4","8","Morning","urip sumuharjo","panakkukang","TM","R2","NOV","-5.1348243","119.4316818"
"Monday","2019","4","8","Morning","sungai saddang","makassar","TL","R2","R2","-5.1468435","119.4250654"
"Monday","2019","4","1","Afternoon","perintis kemerdekaan","tamalanrea","TK","R2","R4","-5.1402715","119.4832943739"
"Monday","2019","4","5","Morning","poros asrama haji","biringkanaya","T","R2","NOV","-5.0861926","119.5360459"
"Friday","2019","4","8","Night","andi tonro","tamalate","TK","R2","R4","-5.1719829","119.423857"
"Monday","2019","9","9","Afternoon","lagaligo","ujung pandang","TK","R2","R4","-5.1468081","119.414281"
"Monday","2019","3","29","Morning","metro tanjung bunga","mariso","TK","R4","R2","-5.1523252","119.4054678"
"Friday","2019","9","8","Morning","adyaksa","panakkukang","TL","R2","R2","-5.1572501","119.4479499"
"Sunday","2019","4","9","Afternoon","daeng ramang","biringkanaya","TK","R2","R4","-5.0936057","119.5138158"
"Tuesday","2019","4","10","Night","urip sumuharjo","panakkukang","TL","R4","R4","-5.1348243","119.4316818"
"Wednesday","2019","4","10","Morning","pengayoman","panakkukang","TK","R2","R2","-5.1592732","119.4466246"
"Wednesday","2019","4","10","Afternoon","sultan alauddin","tamalate","TK","R4","R4","-5.1682367","119.4209823"
"Wednesday","2019","4","25","Evening","tol reformasi","tamalanrea","OC","R4","NOV","-5.1102172","119.4431934"
"Thursday","2019","4","11","Morning","perintis kemerdekaan","biringkanaya","TL","R4","R2","-5.117784","119.5110136"
"Thursday","2019","4","11","Afternoon","aroepala","rappocini","TM","R2","NOV","-5.1724693","119.4530673"
"Thursday","2019","4","11","Morning","urip sumuharjo","panakkukang","TL","R2","NOV","-5.1348243","119.4316818"
"Thursday","2019","4","9","Afternoon","cendrawasih","mariso","TK","R4","R4","-5.155219","119.4137008"
"Tuesday","2019","4","13","Night","urip sumuharjo","panakkukang","TK","R4","R2","-5.1348243","119.4316818"
"Saturday","2019","4","12","Morning","teuku umar raya","tallo","TL","R2","R2","-5.1175544","119.4319332"
"Friday","2019","4","9","Evening","perintis kemerdekaan","biringkanaya","TK","TR","R2","-5.117784","119.5110136"
"Tuesday","2019","4","12","Afternoon","insinyur sutami","tamalanrea","TK","R4","R2","-5.085731","119.4904613"
"Friday","2019","4","11","Evening","veteran selatan","mamajang","TL","R4","R2","-5.162773","119.4212589"
"Thursday","2019","4","11","Afternoon","tamangapa raya","manggala","TL","R4","R2","-5.1767373","119.4843844"
"Thursday","2019","4","13","Afternoon","nikel raya","rappocini","TK","R2","R4","-5.153695","119.4366357"
"Saturday","2019","4","14","Evening","pajaiang","biringkanaya","TL","R2","R2","-5.1048027","119.5252166"
"Sunday","2019","4","14","Night","perintis kemerdekaan","biringkanaya","TB","R4","R4","-5.117784","119.5110136"
"Sunday","2019","4","12","Evening","datuk patimang","tallo","TL","R2","R2","-5.1258937","119.4324363"
"Friday","2019","4","13","Afternoon","barawaja","panakkukang","TL","R2","R2","-5.1357031","119.4402319"
"Saturday","2019","4","14","Morning","barawaja","panakkukang","TK","R2","R4","-5.1357031","119.4402319"
"Sunday","2019","4","15","Afternoon","borong raya","manggala","TK","TR","NOV","-5.1620883","119.4635886"
"Monday","2019","4","14","Morning","pettarani","rappocini","TL","TR","R4","-5.1510383","119.4374766"
"Sunday","2019","4","16","Afternoon","dr. leimena","manggala","TL","R2","NOV","-5.1499864","119.4710753"
"Tuesday","2019","3","21","Night","letjen hertasning","panakkukang","OC","R2","NOV","-5.1625545","119.4430925"
"Thursday","2019","4","17","Evening","sam ratulangi","mamajang","T","R2","NOV","-5.1545939","119.4163683"
"Wednesday","2019","4","16","Evening","veteran selatan","mamajang","TK","R2","R2","-5.162773","119.4212589"
"Tuesday","2019","4","16","Evening","insinyur sutami","biringkanaya","TL","R2","R2","-5.0762253","119.515201"
"Tuesday","2019","9","18","Evening","perintis kemerdekaan","biringkanaya","TK","R2","R2","-5.117784","119.5110136"
"Wednesday","2019","4","19","Morning","sam ratulangi","mamajang","TK","R4","R2","-5.1545939","119.4163683"
"Friday","2019","4","16","Evening","pettarani","rappocini","T","R2","NOV","-5.1510383","119.4374766"
"Tuesday","2019","4","19","Evening","batua raya","panakkukang","TK","R2","R2","-5.1496211","119.4605657"
"Friday","2019","4","18","Night","cendrawasih","mariso","TK","R2","R4","-5.155219","119.4137008"
"Thursday","2019","4","17","Afternoon","cendrawasih","mamajang","TL","R2","NOV","-5.167086","119.4118044"
"Wednesday","2019","4","20","Afternoon","andi mappaodang","tamalate","TL","R2","R4","-5.1732205","119.4158686"
"Saturday","2019","4","21","Night","sultan alauddin","tamalate","TL","R4","R2","-5.1682367","119.4209823"
"Sunday","2019","4","18","Night","sudirman","ujung pandang","TK","R4","R2","-5.1345222","119.4137962"
"Thursday","2019","4","19","Afternoon","malengkeri","tamalate","TM","R2","NOV","-5.1875239","119.4339559"
"Friday","2019","4","17","Night","dr. leimena","manggala","TK","R2","R4","-5.1499864","119.4710753"
"Wednesday","2019","4","17","Morning","nipa ii","manggala","TL","R4","R2","-5.1669338","119.4941739"
"Wednesday","2019","4","17","Morning","pettarani","rappocini","LL","R2","NOV","-5.1510383","119.4374766"
"Wednesday","2019","4","12","Afternoon","poros nusa harapan permai","tamalanrea","TL","R2","NOV","-5.1394117","119.5190607"
"Friday","2019","4","17","Night","perintis kemerdekaan","biringkanaya","TK","R2","R2","-5.117784","119.5110136"
"Wednesday","2019","4","21","Afternoon","sungai saddang baru","makassar","TK","R2","R4","-5.1468435","119.4250654"
"Sunday","2019","4","21","Night","perintis kemerdekaan","tamalanrea","TL","R4","NOV","-5.1402715","119.4832943739"
"Sunday","2019","4","22","Night","insinyur sutami","tamalanrea","TK","R4","TR","-5.085731","119.4904613"
"Monday","2019","4","20","Afternoon","metro tanjung bunga","tamalate","TK","R2","R4","-5.1661576","119.3917443"
"Saturday","2019","4","21","Afternoon","perintis kemerdekaan","biringkanaya","TL","R4","R2","-5.117784","119.5110136"
"Sunday","2019","4","24","Night","raya kampus unhas","tamalanrea","OC","R2","NOV","-5.1377601","119.4886605"
"Wednesday","2019","4","18","Afternoon","galangan kapal","tallo","TK","R2","TR","-5.112275","119.4309818"
"Thursday","2019","4","23","Afternoon","perintis kemerdekaan","biringkanaya","TK","R4","R4","-5.117784","119.5110136"
"Tuesday","2019","4","25","Morning","malengkeri","tamalate","TL","R2","NOV","-5.1875239","119.4339559"
"Thursday","2019","4","25","Morning","kandea","bontoala","TL","R2","NOV","-5.1284577","119.4223128"
"Thursday","2019","4","14","Morning","batua raya","panakkukang","TK","R2","R2","-5.1496211","119.4605657"
"Sunday","2019","4","26","Night","gunung latimojong","makassar","TL","R4","R2","-5.1405404","119.4208275"
"Friday","2019","4","26","Morning","tamalate i","rappocini","TL","TR","R2","-5.1675882","119.4479146"
"Friday","2019","4","25","Evening","pandang raya","panakkukang","TK","R4","R2","-5.1575506","119.4492175"
"Thursday","2019","4","25","Afternoon","nuri","mariso","TK","R2","R2","-5.1613624","119.4092236"
"Thursday","2019","4","26","Afternoon","pengayoman","panakkukang","TK","R4","R2","-5.1592732","119.4466246"
"Friday","2019","4","27","Morning","sultan abdullah","tallo","TL","R2","R2","-5.1037126","119.4396863"
"Saturday","2019","4","22","Morning","urip sumuharjo","makassar","TM","R2","NOV","-5.1348243","119.4316818"
"Monday","2019","4","28","Morning","perintis kemerdekaan vii","tamalanrea","TK","R2","R2","-5.1346841","119.4971927"
"Sunday","2019","4","25","Morning","urip sumuharjo","panakkukang","TK","R2","R3","-5.1348243","119.4316818"
"Thursday","2019","4","26","Afternoon","sungai limboto","makassar","TL","R2","NOV","-5.1422741","119.4193335"
"Friday","2019","4","28","Night","arief rate","ujung pandang","TL","R4","R2","-5.14495","119.4125725"
"Sunday","2019","4","27","Night","kenanga","mariso","OC","R2","NOV","-5.1622419","119.4101094"
"Saturday","2019","4","27","Afternoon","urip sumuharjo","panakkukang","TL","R4","NOV","-5.1348243","119.4316818"
"Saturday","2019","4","28","Morning","sultan alauddin","tamalate","TL","R2","R2","-5.1682367","119.4209823"
"Sunday","2019","4","28","Afternoon","baji minasa ii","mariso","TM","R2","NOV","-5.1657427","119.4097701"
"Sunday","2019","4","29","Morning","perintis kemerdekaan","biringkanaya","TL","R4","R2","-5.117784","119.5110136"
"Monday","2019","4","29","Afternoon","letjen hertasning","panakkukang","TK","R2","R2","-5.1625545","119.4430925"
"Monday","2019","4","30","Afternoon","cendrawasih","mariso","TM","R2","NOV","-5.155219","119.4137008"
"Tuesday","2019","4","30","Evening","dr. leimena","panakkukang","TB","TR","R4","-5.1466131","119.469989"
"Tuesday","2019","4","30","Morning","gunung rinjani","tamalate","TK","R4","R2","-5.1819407","119.3940188"
"Tuesday","2019","4","28","Evening","singa","mamajang","TL","R2","NOV","-5.1586101","119.4195207"
"Sunday","2019","5","1","Evening","urip sumuharjo","panakkukang","TL","R4","R2","-5.1348243","119.4316818"
"Wednesday","2019","5","2","Afternoon","perintis kemerdekaan","tamalanrea","TK","R2","R4","-5.1402715","119.4832943739"
"Thursday","2019","4","30","Night","perintis kemerdekaan","biringkanaya","TK","R2","R4","-5.117784","119.5110136"
"Tuesday","2019","5","1","Morning","cendrawasih","mamajang","TK","R2","R2","-5.167086","119.4118044"
"Wednesday","2019","5","2","Evening","botolempangan","ujung pandang","TK","R2","R2","-5.1419956","119.4120218"
"Thursday","2019","5","3","Evening","perintis kemerdekaan","tamalanrea","TL","R4","R2","-5.1402715","119.4832943739"
"Friday","2019","5","4","Morning","adyaksa","panakkukang","TK","R4","R4","-5.1572501","119.4479499"
"Saturday","2019","5","5","Morning","veteran selatan","makassar","TM","R2","NOV","-5.1671547","119.419923"
"Sunday","2019","5","5","Night","urip sumuharjo","makassar","T","R2","NOV","-5.1348243","119.4316818"
"Sunday","2019","5","4","Evening","bandang","bontoala","TL","R2","R2","-5.1329092","119.4213666"
"Saturday","2019","5","6","Afternoon","pajukukang","tamalate","TL","R4","R2","-5.2019757","119.3874662"
"Monday","2019","5","4","Morning","abdul kadir","tamalate","TM","R2","NOV","-5.1811779","119.4159871"
"Saturday","2019","5","4","Morning","urip sumuharjo","panakkukang","TM","TR","NOV","-5.1348243","119.4316818"
"Saturday","2019","5","6","Afternoon","yusuf dg. ngawing","rappocini","TK","TR","R4","-5.1666643","119.4421752"
"Monday","2019","5","6","Morning","urip sumuharjo","makassar","TM","R2","NOV","-5.1348243","119.4316818"
"Monday","2019","5","6","Night","perintis kemerdekaan","tamalanrea","TL","R2","R2","-5.1402715","119.4832943739"
"Monday","2019","5","7","Afternoon","insinyur sutami","tamalanrea","OC","R4","NOV","-5.085731","119.4904613"
"Tuesday","2019","5","8","Morning","lasinrang","ujung pandang","TK","R4","R2","-5.146835","119.4142894"
"Wednesday","2019","5","8","Night","lamadukelleng","ujung pandang","TL","R2","R4","-5.1414467","119.4107642"
"Wednesday","2019","5","6","Night","perintis kemerdekaan","tamalanrea","TK","R2","R4","-5.1402715","119.4832943739"
"Monday","2019","5","8","Morning","tamangapa raya","manggala","TK","R2","R2","-5.1767373","119.4843844"
"Wednesday","2019","4","29","Morning","insinyur sutami","biringkanaya","TL","R2","R2","-5.0762253","119.515201"
"Monday","2019","5","7","Morning","perintis kemerdekaan","tamalanrea","TL","R4","R2","-5.1402715","119.4832943739"
"Tuesday","2019","5","8","Afternoon","abdul kadir","tamalate","TK","R4","R4","-5.1811779","119.4159871"
"Wednesday","2019","5","8","Morning","monginsidi","makassar","TM","R2","NOV","-5.1486033","119.4231664"
"Wednesday","2019","5","8","Morning","tinumbu","bontoala","TL","R2","R2","-5.1195488","119.4206733"
"Wednesday","2019","5","8","Night","penghibur","ujung pandang","TL","R2","R2","-5.1475209","119.4090861"
"Wednesday","2019","5","9","Afternoon","nipa nipa 2","manggala","TL","R2","R2","-5.1666911","119.493926"
"Thursday","2019","5","9","Morning","perintis kemerdekaan","biringkanaya","TK","R2","R4","-5.117784","119.5110136"
"Thursday","2019","5","9","Afternoon","poros asrama haji","biringkanaya","TK","R4","R2","-5.0861926","119.5360459"
"Thursday","2019","5","8","Morning","perintis kemerdekaan","biringkanaya","TK","R2","R2","-5.117784","119.5110136"
"Wednesday","2019","5","9","Afternoon","perintis kemerdekaan","tamalanrea","TL","R2","R2","-5.1402715","119.4832943739"
"Thursday","2019","5","9","Morning","perintis kemerdekaan","tamalanrea","TL","R2","NOV","-5.1402715","119.4832943739"
"Thursday","2019","4","20","Morning","raya kampus unhas","tamalanrea","TK","R2","R2","-5.1377601","119.4886605"
"Saturday","2019","5","10","Morning","bakung i","biringkanaya","TM","R2","NOV","-5.0875939","119.5334226"
"Friday","2019","4","21","Afternoon","salahutu","makassar","TK","R4","R2","-5.1412436","119.4218896"
"Sunday","2019","5","10","Evening","cendrawasih","mariso","TK","R4","R3","-5.155219","119.4137008"
"Friday","2019","5","10","Morning","sungai saddang baru","makassar","TL","R2","R2","-5.1468435","119.4250654"
"Friday","2019","5","9","Night","pettarani","panakkukang","TK","R4","R2","-5.1487126","119.4380057"
"Thursday","2019","5","11","Evening","pelita raya","rappocini","TL","R2","NOV","-5.1528655","119.4341715"
"Saturday","2019","5","11","Afternoon","maccini sawah","makassar","TK","R4","R2","-5.1374548","119.4297329"
"Saturday","2019","5","12","Afternoon","lamadukelleng","ujung pandang","TL","R4","R2","-5.1414467","119.4107642"
"Sunday","2019","5","12","Morning","cendrawasih","mamajang","TK","R2","R2","-5.167086","119.4118044"
"Sunday","2019","5","12","Night","perintis kemerdekaan","tamalanrea","TK","R2","R4","-5.1402715","119.4832943739"
